1.000000e-03	1.001697e+04
1.047371e-03	1.044343e+04
1.096986e-03	1.088595e+04
1.148951e-03	1.134492e+04
1.203378e-03	1.182072e+04
1.260383e-03	1.231370e+04
1.320088e-03	1.282421e+04
1.382622e-03	1.335253e+04
1.448118e-03	1.389896e+04
1.516717e-03	1.446374e+04
1.588565e-03	1.504710e+04
1.663817e-03	1.564921e+04
1.742633e-03	1.627016e+04
1.825183e-03	1.691004e+04
1.911644e-03	1.756885e+04
2.002200e-03	1.824655e+04
2.097046e-03	1.894302e+04
2.196385e-03	1.965804e+04
2.300430e-03	2.039131e+04
2.409404e-03	2.114248e+04
2.523539e-03	2.191108e+04
2.643081e-03	2.269655e+04
2.768287e-03	2.349819e+04
2.899423e-03	2.431523e+04
3.036771e-03	2.514678e+04
3.180626e-03	2.599181e+04
3.331295e-03	2.684915e+04
3.489101e-03	2.771746e+04
3.654383e-03	2.859529e+04
3.827494e-03	2.948103e+04
4.008806e-03	3.037294e+04
4.198707e-03	3.126904e+04
4.397604e-03	3.216719e+04
4.605922e-03	3.306506e+04
4.824109e-03	3.396019e+04
5.052631e-03	3.484998e+04
5.291979e-03	3.573160e+04
5.542665e-03	3.660202e+04
5.805226e-03	3.745811e+04
6.080224e-03	3.829659e+04
6.368250e-03	3.911406e+04
6.669920e-03	3.990671e+04
6.985880e-03	4.067050e+04
7.316807e-03	4.140130e+04
7.663411e-03	4.209493e+04
8.026434e-03	4.274709e+04
8.406653e-03	4.335304e+04
8.804884e-03	4.390784e+04
9.221979e-03	4.440661e+04
9.658832e-03	4.484452e+04
1.011638e-02	4.521680e+04
1.059560e-02	4.551814e+04
1.109752e-02	4.574318e+04
1.162322e-02	4.588688e+04
1.217383e-02	4.594452e+04
1.275051e-02	4.591172e+04
1.335452e-02	4.578372e+04
1.398713e-02	4.555605e+04
1.464971e-02	4.522495e+04
1.534368e-02	4.478752e+04
1.607053e-02	4.424169e+04
1.683180e-02	4.358584e+04
1.762914e-02	4.281931e+04
1.846425e-02	4.194265e+04
1.933892e-02	4.095769e+04
2.025502e-02	3.986791e+04
2.121452e-02	3.867980e+04
2.221947e-02	3.740139e+04
2.327202e-02	3.604162e+04
2.437444e-02	3.461021e+04
2.552908e-02	3.311904e+04
2.673842e-02	3.158719e+04
2.800504e-02	3.003444e+04
2.933166e-02	2.847859e+04
3.072113e-02	2.693538e+04
3.217642e-02	2.542088e+04
3.370064e-02	2.395854e+04
3.529707e-02	2.256944e+04
3.696913e-02	2.126964e+04
3.872039e-02	2.007090e+04
4.055461e-02	1.898068e+04
4.247572e-02	1.800254e+04
4.448783e-02	1.713831e+04
4.659526e-02	1.638623e+04
4.880252e-02	1.573210e+04
5.111433e-02	1.515877e+04
5.353567e-02	1.464131e+04
5.607170e-02	1.415033e+04
5.872787e-02	1.365240e+04
6.150986e-02	1.311572e+04
6.442364e-02	1.251126e+04
6.747544e-02	1.182123e+04
7.067181e-02	1.104227e+04
7.401960e-02	1.018899e+04
7.752597e-02	9.293574e+03
8.119845e-02	8.402209e+03
8.504489e-02	7.565823e+03
8.907355e-02	6.830938e+03
9.329304e-02	6.229398e+03
9.771242e-02	5.770789e+03
1.023411e-01	5.441639e+03
1.071891e-01	5.203699e+03
1.122668e-01	5.001559e+03
1.175850e-01	4.774352e+03
1.231551e-01	4.475967e+03
1.289890e-01	4.094735e+03
1.350994e-01	3.663579e+03
1.414991e-01	3.243155e+03
1.482021e-01	2.892585e+03
1.552225e-01	2.641677e+03
1.625756e-01	2.477891e+03
1.702769e-01	2.353914e+03
1.783431e-01	2.213040e+03
1.867914e-01	2.024778e+03
1.956398e-01	1.806333e+03
2.049075e-01	1.606489e+03
2.146141e-01	1.457353e+03
2.247806e-01	1.351741e+03
2.354286e-01	1.258368e+03
2.465811e-01	1.148949e+03
2.582619e-01	1.029757e+03
2.704960e-01	9.258582e+02
2.833096e-01	8.470567e+02
2.967302e-01	7.776211e+02
3.107866e-01	7.047283e+02
3.255089e-01	6.340201e+02
3.409285e-01	5.750671e+02
3.570786e-01	5.235320e+02
3.739937e-01	4.732195e+02
3.917101e-01	4.271460e+02
4.102658e-01	3.866679e+02
4.297005e-01	3.496803e+02
4.500558e-01	3.153854e+02
4.713753e-01	2.847622e+02
4.937048e-01	2.569713e+02
5.170920e-01	2.315968e+02
5.415871e-01	2.087441e+02
5.672426e-01	1.880024e+02
5.941134e-01	1.692292e+02
6.222571e-01	1.522756e+02
6.517340e-01	1.369421e+02
6.826072e-01	1.230969e+02
7.149429e-01	1.106032e+02
7.488104e-01	9.933309e+01
7.842822e-01	8.917220e+01
8.214344e-01	8.001626e+01
8.603464e-01	7.177020e+01
9.011018e-01	6.434739e+01
9.437878e-01	5.766898e+01
9.884959e-01	5.166327e+01
1.035322e+00	4.626510e+01
1.084366e+00	4.141530e+01
1.135733e+00	3.706015e+01
1.189534e+00	3.315097e+01
1.245883e+00	2.964363e+01
1.304902e+00	2.649818e+01
1.366716e+00	2.367843e+01
1.431459e+00	2.115167e+01
1.499268e+00	1.888836e+01
1.570290e+00	1.686182e+01
1.644676e+00	1.504796e+01
1.722586e+00	1.342506e+01
1.804186e+00	1.197354e+01
1.889652e+00	1.067578e+01
1.979167e+00	9.515882e+00
2.072922e+00	8.479566e+00
2.171118e+00	7.553981e+00
2.273966e+00	6.727573e+00
2.381686e+00	5.989957e+00
2.494508e+00	5.331807e+00
2.612675e+00	4.744743e+00
2.736440e+00	4.221245e+00
2.866068e+00	3.754566e+00
3.001836e+00	3.338659e+00
3.144035e+00	2.968106e+00
3.292971e+00	2.638054e+00
3.448962e+00	2.344159e+00
3.612343e+00	2.082531e+00
3.783463e+00	1.849691e+00
3.962689e+00	1.642526e+00
4.150405e+00	1.458250e+00
4.347013e+00	1.294374e+00
4.552935e+00	1.148673e+00
4.768612e+00	1.019162e+00
4.994505e+00	9.040684e-01
5.231099e+00	8.018101e-01
5.478901e+00	7.109768e-01
5.738442e+00	6.303102e-01
6.010277e+00	5.586885e-01
6.294989e+00	4.951114e-01
6.593188e+00	4.386880e-01
6.905514e+00	3.886250e-01
7.232634e+00	3.442152e-01
7.575250e+00	3.048290e-01
7.934097e+00	2.699053e-01
8.309942e+00	2.389434e-01
8.703591e+00	2.114968e-01
9.115888e+00	1.871691e-01
9.547716e+00	1.656086e-01
1.000000e+01	1.465033e-01
